periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;SB11202430474340;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;115238000728;115238000728;15;15238;40469;BOYACA;MIXTO;MAÑANA;DUITAMA;OFICIAL;COLEGIO BOYACA DE DUITAMA;COLEGIO BOYACA DE DUITAMA SEDE BACHILLERATO;S;3;A-;3;3;2;S;15;15238;15;15238;Entre 30 y 60 minutos;30 minutos o menos;BOYACA;BOYACA;N;03/05/2006;F;11;Menos de 10 horas;43.26955;DUITAMA;DUITAMA;COLOMBIA;3;2;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Dos;Secundaria (Bachillerato) completa;No sabe;Estrato 1;11 A 25 LIBROS;5 a 6;Igual;No;No;No;No;Si;No;No;Si;Trabaja en el hogar, no trabaja o estudia;No sabe;69;62;14;52;69;63;56;272;39;55;59;53
20242;SB11202430412117;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;347288000352;347288000352;47;47288;36509;MAGDALENA;MIXTO;COMPLETA;FUNDACIÓN;OFICIAL;INSTITUCION EDUCATIVA DEPARTAMENTAL COLOMBIA;COL INST COLOMBIA;S;3;A2;4;3;3;S;47;47288;47;47288;Más de 3 horas;Más de 2 horas;MAGDALENA;MAGDALENA;N;25/01/2009;F;11;Menos de 10 horas;61.690083;FUNDACIÓN;FUNDACIÓN;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Dos;Técnica o tecnológica completa;Técnica o tecnológica completa;Estrato 2;11 A 25 LIBROS;5 a 6;Igual;Si;Si;No;No;Si;Si;Si;Si;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;No aplica;70;80;76;88;77;77;56;303;60;66;62;59
20242;SB11202430210711;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;419450000753;419450000753;19;19290;50641;CAUCA;MIXTO;MAÑANA;FLORENCIA;OFICIAL;INST EDUC TORIBIO PAZ MONCAYO;JOSE TORIBIO PAZ MONCAYO (sede principal);S;2;A1;3;3;2;N;52;52693;19;19290;30 minutos o menos;No leo por entretenimiento;NARIÑO;CAUCA;S;07/11/2007;F;11;0;38.074501;SAN PABLO;FLORENCIA;COLOMBIA;2;1;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Primaria completa;Primaria completa;Estrato 1;0 A 10 LIBROS;1 a 2;Igual;No;No;No;No;No;No;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Es operario de máquinas o conduce vehículos (taxita, chofer);52;59;49;64;67;52;51;268;50;58;58;49
20242;SB11202430232721;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;154001008266;154001008266;54;54001;739656;NORTE SANTANDER;MIXTO;UNICA;CÚCUTA;OFICIAL;COL MPAL SIMON BOLIVAR;IE SIMON BOLIVAR;S;2;A2;3;3;3;S;54;54001;54;54001;30 minutos o menos;Entre 30 y 60 minutos;NORTE SANTANDER;NORTE SANTANDER;N;05/01/2006;F;11;0;41.750313;CÚCUTA;CÚCUTA;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 1;11 A 25 LIBROS;7 a 8;Igual;No;No;No;No;No;Si;No;No;No aplica;Trabaja por cuenta propia (por ejemplo plomero, electricista);61;76;76;78;76;79;53;295;60;62;62;59
20242;SB11202430041780;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;125269003712;125269003712;25;25269;234674;CUNDINAMARCA;MIXTO;UNICA;FACATATIVÁ;OFICIAL;INSTITUCION EDUCATIVA MUNICIPAL SILVERIA ESPINOSA DE RENDON;I.E.M SILVERIA ESPINOSA DE RENDON - SEDE PRINCIPAL;S;2;A2;3;4;3;S;25;25269;25;25269;Entre 1 y 3 horas;30 minutos o menos;CUNDINAMARCA;CUNDINAMARCA;N;29/10/2007;F;11;0;62.808758;FACATATIVÁ;FACATATIVÁ;COLOMBIA;3;3;COLOMBIA;N;0;No;Todos o casi todos los días;1 o 2 veces por semana;Todos o casi todos los días;Dos;Técnica o tecnológica incompleta;Técnica o tecnológica incompleta;Estrato 2;11 A 25 LIBROS;3 a 4;Igual;Si;Si;Si;Si;Si;Si;Si;Si;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;41;86;86;86;93;96;47;316;66;65;71;69
20242;SB11202430393854;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;185001003836;185001003836;85;85001;737379;CASANARE;MIXTO;UNICA;YOPAL;OFICIAL;INSTITUTO TECNICO AMBIENTAL SAN MATEO;SAN MATEO;S;2;A2;3;3;2;S;85;85001;85;85001;Más de 3 horas;No leo por entretenimiento;CASANARE;CASANARE;N;04/04/2005;F;11;Entre 11 y 20 horas;45.658279;YOPAL;YOPAL;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;1 o 2 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Dos;Primaria completa;Técnica o tecnológica completa;Estrato 1;0 A 10 LIBROS;1 a 2;Peor;Si;No;No;No;No;Si;No;No;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);60;60;72;66;59;45;53;269;58;59;56;46
20242;SB11202430232854;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;108558000088;108558000088;8;8558;739961;ATLANTICO;MIXTO;UNICA;POLONUEVO;OFICIAL;INSTITUCION EDUCATIVA TECNICA SAN PABLO DE POLONUEVO;INSTITUCION EDUCATIVA SAN PABLO DE POLONUEVO;S;2;A1;3;3;3;S;8;8078;8;8558;Entre 1 y 3 horas;Entre 30 y 60 minutos;ATLANTICO;ATLANTICO;N;22/12/2007;M;11;Menos de 10 horas;45.52816;BARANOA;POLONUEVO;COLOMBIA;2;2;COLOMBIA;N;0;No;Todos o casi todos los días;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Dos;Primaria incompleta;Ninguno;Estrato 5;11 A 25 LIBROS;7 a 8;Peor;No;Si;No;No;Si;Si;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);53;76;65;66;81;88;51;296;55;59;64;64
20242;SB11202430166338;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;105001013013;105001013013;5;5001;740985;ANTIOQUIA;MIXTO;UNICA;MEDELLÍN;OFICIAL;INSTITUCION EDUCATIVA EL PICACHITO;INSTITUCION EDUCATIVA EL PICACHITO;S;2;A2;3;2;2;S;5;5001;5;5001;Entre 1 y 3 horas;Más de 2 horas;ANTIOQUIA;ANTIOQUIA;N;19/01/2008;F;11;0;59.697906;MEDELLÍN;MEDELLÍN;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Dos;Técnica o tecnológica completa;Educación profesional completa;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;Si;No;No;Si;No;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);38;49;87;51;33;61;46;254;66;54;46;52
20242;SB11202430039366;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;176111000507;176111000507;76;76111;269332;VALLE;MIXTO;UNICA;GUADALAJARA DE BUGA;OFICIAL;INSTITUCION EDUCATIVA AGRICOLA DE GUADALAJARA DE BUGA;INSTITUTO TECNICO AGRICOLA;S;2;A1;3;1;2;S;76;76111;76;76111;Más de 3 horas;Entre 30 y 60 minutos;VALLE;VALLE;N;04/04/2007;F;11;0;39.354279;GUADALAJARA DE BUGA;GUADALAJARA DE BUGA;COLOMBIA;2;1;COLOMBIA;N;0;No;1 o 2 veces por semana;3 a 5 veces por semana;Nunca o rara vez comemos eso;Dos;Primaria completa;Primaria incompleta;Estrato 1;26 A 100 LIBROS;3 a 4;Igual;No;;No;No;Si;No;No;;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;29;31;45;66;3;57;44;227;48;59;27;51
20242;SB11202430373590;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;125779000149;125779000149;25;25779;237271;CUNDINAMARCA;MIXTO;UNICA;SUSA;OFICIAL;INSTITUCION EDUCATIVA DEPARTAMENTAL TISQUESUSA;I.E.D. TISQUESUSA - SEDE PRINCIPAL;S;3;A2;3;3;3;S;25;25745;25;25779;Entre 30 y 60 minutos;No leo por entretenimiento;CUNDINAMARCA;CUNDINAMARCA;N;23/04/2008;M;11;Menos de 10 horas;47.04686;SIMIJACA;SUSA;COLOMBIA;2;2;COLOMBIA;N;0;;3 a 5 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 2;0 A 10 LIBROS;3 a 4;;Si;Si;No;No;No;Si;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);95;85;74;77;83;75;68;315;59;62;65;58
20242;SB11202430156250;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;305001005150;305001005150;5;5001;1123;ANTIOQUIA;FEMENINO;COMPLETA;MEDELLÍN;NO OFICIAL;ESC NORMAL SUPERIOR ANTIOQUE?A;ESC NORMAL SUPERIOR ANTIOQUE?A;S;1;;2;1;1;N;5;5001;5;5001;Más de 3 horas;30 minutos o menos;ANTIOQUIA;ANTIOQUIA;S;03/10/2006;M;11;Entre 11 y 20 horas;62.900578;MEDELLÍN;MEDELLÍN;COLOMBIA;3;3;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 6;MÁS DE 100 LIBROS;1 a 2;Mejor;Si;Si;Si;Si;Si;Si;No;Si;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;1;;;12;2;14;30;162;;41;24;35
20242;SB11202430449095;ESTUDIANTE;TI;RURAL;;A;ACADÉMICO;227615001311;227615001311;27;27086;430579;CHOCO;MIXTO;MAÑANA;BELÉN DE BAJIRÁ;OFICIAL;CE SIMON BOLIVAR;CE SIMON BOLIVAR - SEDE PRINCIPAL;S;1;A1;1;2;1;S;27;27615;27;27086;Entre 30 y 60 minutos;30 minutos o menos;CHOCO;CHOCO;N;23/12/2007;M;11;Entre 11 y 20 horas;43.861599;RIOSUCIO;BELÉN DE BAJIRÁ;COLOMBIA;2;2;COLOMBIA;N;0;Si, en especie;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Primaria completa;Primaria incompleta;Estrato 2;11 A 25 LIBROS;5 a 6;Igual;No;No;No;Si;No;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);13;8;50;2;14;18;38;183;50;30;38;36
20242;SB11202430153334;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;105034000278;105034000278;5;5034;101949;ANTIOQUIA;MIXTO;TARDE;ANDES;OFICIAL;I. E. MARCO FIDEL SUAREZ;I. E. MARCO FIDEL SUAREZ;S;3;A2;3;3;3;S;5;5034;5;5034;Entre 1 y 3 horas;Entre 1 y 2 horas;ANTIOQUIA;ANTIOQUIA;N;02/02/2005;M;11;0;51.43055;ANDES;ANDES;COLOMBIA;2;3;COLOMBIA;N;0;Si, en efectivo y especie;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 2;11 A 25 LIBROS;3 a 4;Peor;No;No;No;Si;Si;Si;No;No;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;90;85;86;55;88;86;65;315;66;56;67;63
20242;SB11202430365175;ESTUDIANTE;TI;RURAL;;A;TÉCNICO/ACADÉMICO;225899000236;225899000236;25;25899;422758;CUNDINAMARCA;MIXTO;UNICA;ZIPAQUIRÁ;OFICIAL;I.E.M.R. LUIS EDUARDO GUTIERREZ MENDEZ;I.E.M.R. LUIS EDUARDO GUTIERREZ MENDEZ SEDE PRINCIPAL;S;1;A1;1;1;1;S;25;25899;25;25899;Entre 30 y 60 minutos;30 minutos o menos;CUNDINAMARCA;CUNDINAMARCA;N;19/05/2007;F;11;0;41.132763;ZIPAQUIRÁ;ZIPAQUIRÁ;COLOMBIA;2;2;COLOMBIA;N;0;No;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Cinco;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;7 a 8;Mejor;No;No;No;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;9;5;51;3;6;10;36;174;50;33;32;33
20242;SB11202430233190;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;311001090921;311001090921;11;11001;80127;BOGOTÁ;MASCULINO;COMPLETA;BOGOTÁ D.C.;NO OFICIAL;COLEGIO CORAZONISTA;COLEGIO CORAZONISTA;S;4;B+;4;4;4;S;11;11001;11;11001;Entre 1 y 3 horas;30 minutos o menos;BOGOTÁ;BOGOTÁ;N;29/12/2007;M;11;0;60.688179;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;4;3;COLOMBIA;N;0;No;Todos o casi todos los días;Nunca o rara vez comemos eso;Todos o casi todos los días;Tres;Secundaria (Bachillerato) completa;No Aplica;Estrato 4;26 A 100 LIBROS;3 a 4;Igual;No;Si;No;Si;Si;Si;No;Si;No sabe;No aplica;100;100;100;99;100;99;78;418;100;76;100;75
20242;SB11202430158190;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;176122000380;176122000380;76;76122;18218;VALLE;MIXTO;MAÑANA;CAICEDONIA;OFICIAL;INSTITUCION EDUCATIVA BOLIVARIANO;BOLIVARIANO;S;2;A1;3;2;2;S;76;76122;76;76122;Entre 1 y 3 horas;No leo por entretenimiento;VALLE;VALLE;N;09/03/2008;F;11;Entre 11 y 20 horas;60.771191;CAICEDONIA;CAICEDONIA;COLOMBIA;2;3;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;Si;Si;Si;Si;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;35;38;62;47;27;42;46;238;54;53;44;45
