periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;SB11202430007923;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;223001000674;223001000674;23;23001;744805;CORDOBA;MIXTO;UNICA;MONTERÍA;OFICIAL;IE NUEVA LUCIA;IE NUEVA LUCIA;S;2;A1;3;1;1;S;23;23001;23;23001;No Navega Internet;30 minutos o menos;CORDOBA;CORDOBA;N;29/03/2008;F;11;Menos de 10 horas;31.879887;MONTERÍA;MONTERÍA;COLOMBIA;1;1;COLOMBIA;N;0;Si, en efectivo;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Sin Estrato;0 A 10 LIBROS;5 a 6;Igual;No;No;No;No;No;No;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;53;25;44;41;9;17;51;218;48;52;34;36
20242;SB11202430249697;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;147001051262;147001051262;47;47001;97428;MAGDALENA;MIXTO;MAÑANA;SANTA MARTA;OFICIAL;IED EL PANDO;SEDE 01 IED EL PANDO;S;2;A2;3;2;2;S;47;47001;47;47001;Más de 3 horas;Más de 2 horas;MAGDALENA;MAGDALENA;N;24/09/2007;M;11;0;49.62178;SANTA MARTA;SANTA MARTA;COLOMBIA;2;2;COLOMBIA;N;0;No;3 a 5 veces por semana;3 a 5 veces por semana;Todos o casi todos los días;Dos;Primaria completa;Primaria completa;Sin Estrato;26 A 100 LIBROS;5 a 6;Peor;No;Si;No;No;Si;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;50;54;79;71;34;52;50;261;61;60;47;49
20242;SB11202430322004;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;325572000075;325572000075;25;25572;31260;CUNDINAMARCA;MIXTO;MAÑANA;PUERTO SALGAR;OFICIAL;GIMNASIO MILITAR FAC TC FLAVIO ANGULO PIEDRAHITA;GIMNASIO MILITAR FAC TC FLAVIO ANGULO PIEDRAHITA - SEDE PRINCIPAL;S;2;A2;3;3;3;S;17;17380;25;25572;30 minutos o menos;Entre 30 y 60 minutos;CALDAS;CUNDINAMARCA;N;24/12/2007;F;11;0;50.0261;LA DORADA;PUERTO SALGAR;COLOMBIA;3;2;COLOMBIA;N;0;No;1 o 2 veces por semana;;1 o 2 veces por semana;Dos;Secundaria (Bachillerato) incompleta;No sabe;Estrato 4;11 A 25 LIBROS;3 a 4;Peor;No;Si;No;No;Si;Si;No;No;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No aplica;66;71;81;61;68;72;55;287;62;57;59;57
20242;SB11202430065904;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO/ACADÉMICO;225269000211;225269000211;25;25269;723809;CUNDINAMARCA;MIXTO;UNICA;FACATATIVÁ;OFICIAL;I.E.M. JUAN XXIII TÉCNICA EN ADMINISTRACIÓN AGROPECUARIA Y PROCESOS INDUSTRIALES;I.E.M. JUAN XXIII TÉNICA EN ADMINISTRACIÓN AGROPECUARIA Y PROCESOS INDUSTRIALES - SEDE PRINCIPAL;S;2;A1;3;2;2;S;25;25269;25;25269;30 minutos o menos;30 minutos o menos;CUNDINAMARCA;CUNDINAMARCA;N;02/10/2006;M;11;0;52.443199;FACATATIVÁ;FACATATIVÁ;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;11 A 25 LIBROS;3 a 4;Igual;No;No;No;Si;Si;Si;No;Si;Es vendedor o trabaja en atención al público;No sabe;57;43;51;39;39;38;52;245;50;51;49;44
20242;SB11202430411447;ESTUDIANTE;TI;URBANO;;A;ACADÉMICO;111001098906;111001098906;11;11001;139154;BOGOTÁ;MIXTO;TARDE;BOGOTÁ D.C.;OFICIAL;COLEGIO EDUARDO UMAÑA LUNA INSTITUCION EDUCATIVA DISTRITAL;COLEGIO EDUARDO UMAÑA LUNA INSTITUCION EDUCATIVA DISTRITAL - SEDE PRINCIPAL;S;2;A1;3;3;2;S;11;11001;11;11001;Entre 1 y 3 horas;No leo por entretenimiento;BOGOTÁ;BOGOTÁ;N;09/07/2007;F;11;0;46.559956;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;3;2;COLOMBIA;N;0;No;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;No;Si;No;No;No;Si;No;No;Trabaja en el hogar, no trabaja o estudia;Es operario de máquinas o conduce vehículos (taxita, chofer);41;47;46;55;45;47;47;251;49;56;51;47
20242;SB11202430611936;ESTUDIANTE;CC;URBANO;;A;;319455800001;319455800001;19;19455;707455;CAUCA;MIXTO;SABATINA;MIRANDA;NO OFICIAL;INSTITUCION EDUCATIVA PROVIDENCIA MIRANDA;INSTITUCION EDUCATIVA PROVIDENCIA MIRANDA - SEDE PRINCIPAL;S;1;A-;1;1;1;S;19;19455;19;19455;No Navega Internet;No leo por entretenimiento;CAUCA;CAUCA;N;02/10/1967;M;26;Más de 30 horas;36.960773;MIRANDA;MIRANDA;COLOMBIA;2;1;COLOMBIA;N;0;Si, en efectivo;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Uno;Ninguno;Ninguno;Estrato 1;0 A 10 LIBROS;1 a 2;Mejor;No;No;No;No;Si;Si;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja en el hogar, no trabaja o estudia;11;2;5;2;2;9;37;157;32;31;25;32
20242;SB11202430537771;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;105001003425;105001003425;5;5001;27896;ANTIOQUIA;MIXTO;TARDE;MEDELLÍN;OFICIAL;INSTITUCION EDUCATIVA JOSE MARIA BRAVO MARQUEZ;INST EDUC JOSE MARIA BRAVO MARQUEZ;S;2;A2;3;3;1;S;5;5001;5;5001;Entre 30 y 60 minutos;No leo por entretenimiento;ANTIOQUIA;ANTIOQUIA;N;02/11/2007;M;11;0;59.475281;MEDELLÍN;MEDELLÍN;COLOMBIA;3;3;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Dos;Educación profesional incompleta;No sabe;Estrato 2;11 A 25 LIBROS;3 a 4;Igual;Si;Si;Si;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);43;38;77;53;54;4;48;238;60;55;54;29
20242;SB11202430021925;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;311001042276;311001042276;11;11001;102707;BOGOTÁ;MIXTO;COMPLETA;BOGOTÁ D.C.;NO OFICIAL;COLEGIO LUTERANO SAN LUCAS;COL LUTERANO SAN LUCAS                                                                              ;S;2;A2;4;3;3;S;11;11001;11;11001;Entre 1 y 3 horas;Entre 30 y 60 minutos;BOGOTÁ;BOGOTÁ;N;02/05/2006;M;11;0;67.629791;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;3;4;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Cuatro;Técnica o tecnológica completa;Técnica o tecnológica completa;Estrato 3;MÁS DE 100 LIBROS;5 a 6;Mejor;Si;Si;Si;Si;Si;Si;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es operario de máquinas o conduce vehículos (taxita, chofer);63;83;73;91;86;85;54;311;58;68;66;62
20242;SB11202430189580;ESTUDIANTE;PPT;URBANO;N;A;ACADÉMICO;108001013951;108001013951;8;8001;210617;ATLANTICO;MIXTO;MAÑANA;BARRANQUILLA;OFICIAL;INSTITUCION EDUCATIVA DISTRITAL JUAN ACOSTA SOLERA;INSTITUCION EDUCATIVA DISTRITAL JUAN ACOSTA SOLERA;S;3;B1;4;3;3;S;8;8001;8;8001;Entre 1 y 3 horas;30 minutos o menos;ATLANTICO;ATLANTICO;N;24/05/2007;F;11;0;50.245964;BARRANQUILLA;BARRANQUILLA;VENEZUELA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;11 A 25 LIBROS;3 a 4;Igual;No;No;No;Si;Si;Si;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja por cuenta propia (por ejemplo plomero, electricista);88;90;88;92;88;85;64;328;68;69;67;62
20242;SB11202430375847;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;166682001319;166682001319;66;66682;725895;RISARALDA;MIXTO;UNICA;SANTA ROSA DE CABAL;OFICIAL;INST TECNOL  DE SANTA ROSA;SE INSTITUTO TECNICO INDUSTRIAL - SEDE PRINCIPAL;S;3;A2;3;3;3;S;66;66682;66;66682;Entre 30 y 60 minutos;Entre 1 y 2 horas;RISARALDA;RISARALDA;N;24/11/2007;M;11;;55.170456;SANTA ROSA DE CABAL;SANTA ROSA DE CABAL;COLOMBIA;3;3;COLOMBIA;N;0;;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;1 o 2 veces por semana;;Educación profesional completa;Técnica o tecnológica completa;Estrato 3;11 A 25 LIBROS;;;;;;;Si;;;Si;;;87;81;81;81;74;73;63;306;63;63;61;57
20242;SB11202430188973;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;105674000053;105674000053;5;5674;89987;ANTIOQUIA;MIXTO;COMPLETA;SAN VICENTE FERRER;OFICIAL;INSTITUCION EDUCATIVA SAN VICENTE FERRER;I. E. SAN VICENTE FERRER;S;3;A2;3;3;2;S;5;5615;5;5674;No Navega Internet;30 minutos o menos;ANTIOQUIA;ANTIOQUIA;N;15/12/2007;F;11;0;43.870117;RIONEGRO;SAN VICENTE FERRER;COLOMBIA;3;2;COLOMBIA;N;0;No;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Tres;Primaria completa;Primaria completa;Estrato 2;;3 a 4;Igual;No;No;No;No;Si;No;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;74;74;76;63;79;69;58;293;60;58;63;55
20242;SB11202430611929;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;268235000621;268235000621;68;68235;819375;SANTANDER;MIXTO;SABATINA;EL CARMEN DE CHUCURÍ;OFICIAL;INSTITUCION EDUCATIVA LA SALINA;INSTITUCION EDUCATIVA  LA SALINA;S;1;A-;2;2;1;S;68;68235;68;68235;Entre 30 y 60 minutos;30 minutos o menos;SANTANDER;SANTANDER;N;02/03/2007;F;26;Menos de 10 horas;38.655743;EL CARMEN DE CHUCURÍ;EL CARMEN DE CHUCURÍ;COLOMBIA;2;1;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Primaria incompleta;Primaria incompleta;Sin Estrato;11 A 25 LIBROS;1 a 2;Igual;No;No;No;No;No;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;6;9;13;11;21;6;35;186;39;40;42;31
20242;SB11202430166065;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;315762000076;315762000076;15;15762;40501;BOYACA;MIXTO;COMPLETA;SORA;OFICIAL;IE DE SORA;IE DE SORA - SEDE PRINCIPAL;S;2;A1;2;2;2;S;15;15001;15;15762;Entre 30 y 60 minutos;30 minutos o menos;BOYACA;BOYACA;N;19/07/2007;F;11;Menos de 10 horas;35.942116;TUNJA;SORA;COLOMBIA;2;1;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;Todos o casi todos los días;Dos;Primaria completa;Primaria incompleta;Estrato 2;0 A 10 LIBROS;3 a 4;Peor;No;No;No;No;No;No;No;No;Es agricultor, pesquero o jornalero;No sabe;48;32;68;22;16;41;49;228;56;46;39;45
20242;SB11202430034581;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;111001011321;111001011321;11;11001;98301;BOGOTÁ;MIXTO;MAÑANA;BOGOTÁ D.C.;OFICIAL;COLEGIO CARLOS ARTURO TORRES (IED);COL DIST EDUC BAS Y MEDIA CARLOS ARTURO TORRES;S;3;A1;2;3;1;S;11;11001;11;11001;Entre 1 y 3 horas;30 minutos o menos;BOGOTÁ;BOGOTÁ;N;03/09/2006;M;11;Entre 21 y 30 horas;57.70919;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;3;3;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Dos;Educación profesional completa;Secundaria (Bachillerato) incompleta;Estrato 3;11 A 25 LIBROS;1 a 2;Mejor;No;No;No;Si;Si;Si;No;Si;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja por cuenta propia (por ejemplo plomero, electricista);68;50;50;31;69;29;56;255;50;49;59;40
20242;SB11202430047766;ESTUDIANTE;TI;URBANO;;A;ACADÉMICO;170702002128;170702002128;70;70702;261313;SUCRE;MIXTO;TARDE;SAN JUAN DE BETULIA;OFICIAL;INST EDUC CONCENTRACION ESCOLAR SAN JUAN;INST EDUC CONCENTRACION ESCOLAR SAN JUAN;S;2;A-;2;2;2;S;70;70215;70;70702;30 minutos o menos;No leo por entretenimiento;SUCRE;SUCRE;N;11/02/2008;M;11;Menos de 10 horas;39.050419;COROZAL;SAN JUAN DE BETULIA;COLOMBIA;2;1;COLOMBIA;N;0;No;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Dos;Primaria incompleta;Primaria incompleta;Estrato 3;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;No;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;33;30;9;36;34;29;45;225;36;50;47;41
