periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;SB11202430611637;ESTUDIANTE;TI;URBANO;;A;;308758800134;308758800134;8;8758;717991;ATLANTICO;MIXTO;NOCHE;SOLEDAD;NO OFICIAL;INSTITUCIÓN EDUCATIVA PARA ADULTOS NUEVO HORIZONTE ;INSTITUCIÓN EDUCATIVA PARA ADULTOS NUEVO HORIZONTE  - SEDE PRINCIPAL;S;2;A-;3;2;2;S;8;8758;8;8758;Entre 1 y 3 horas;Entre 30 y 60 minutos;ATLANTICO;ATLANTICO;N;28/08/2006;F;26;0;48.71154;SOLEDAD;SOLEDAD;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Dos;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;1 a 2;Igual;No;No;No;No;Si;Si;Si;Si;Es vendedor o trabaja en atención al público;No sabe;44;45;30;65;18;65;48;248;44;58;40;54
20242;SB11202430340866;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;147189000015;147189000015;47;47189;743997;MAGDALENA;MIXTO;UNICA;CIÉNAGA;OFICIAL;INSTITUCION EDUCATIVA DARIO TORREGROZA PEREZ;IE DARIO TOREGROZA PEREZ;S;2;A1;2;2;2;S;47;47189;47;47189;Más de 3 horas;Entre 30 y 60 minutos;MAGDALENA;MAGDALENA;N;15/11/2007;F;11;0;51.72818;CIÉNAGA;CIÉNAGA;COLOMBIA;2;3;COLOMBIA;N;0;No;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Dos;Secundaria (Bachillerato) completa;No sabe;Estrato 2;11 A 25 LIBROS;3 a 4;Igual;No;No;No;Si;Si;Si;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);No sabe;51;42;45;20;40;54;50;243;49;45;49;50
20242;SB11202430444015;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;113001007199;113001007199;13;13001;86678;BOLIVAR;MIXTO;MAÑANA;CARTAGENA DE INDIAS;OFICIAL;INSTITUCION EDUCATIVA FE Y ALEGRIA LAS AMERICAS;INSTITUCION EDUCATIVA FE Y ALEGRIA LAS AMERICAS;S;3;A1;3;3;3;S;13;13001;13;13001;;;BOLIVAR;BOLIVAR;N;16/10/2007;F;11;;;CARTAGENA DE INDIAS;CARTAGENA DE INDIAS;COLOMBIA;2;;COLOMBIA;N;0;;;;;;;;Sin Estrato;;;;;;;;;;;;;;70;71;59;42;77;83;56;287;53;52;62;61
20242;SB11202430569271;ESTUDIANTE;TI;RURAL;;A;ACADÉMICO;205051001401;205051001401;5;5659;280818;ANTIOQUIA;MIXTO;MAÑANA;SAN JUAN DE URABÁ;OFICIAL;I. E. R. EL FILO DE DAMAQUIEL;I. E. R. EL FILO DAMAQUIEL;S;2;A-;2;2;2;S;5;5659;5;5659;;;ANTIOQUIA;ANTIOQUIA;N;04/10/2007;F;11;0;;SAN JUAN DE URABÁ;SAN JUAN DE URABÁ;COLOMBIA;2;;COLOMBIA;N;0;Si, en efectivo;;;;Tres;;;Estrato 1;;5 a 6;Igual;No;No;No;No;;Si;Si;;Trabaja en el hogar, no trabaja o estudia;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;28;22;9;19;13;46;43;212;36;45;37;47
20242;SB11202430156078;ESTUDIANTE;CC;URBANO;N;A;TÉCNICO/ACADÉMICO;105360000318;105360000318;5;5360;171637;ANTIOQUIA;MIXTO;NOCHE;ITAGÜÍ;OFICIAL;INSTITUCION EDUCATIVA JOHN F. KENNEDY;INSTITUCION EDUCATIVA JOHN F. KENNEDY;S;2;A1;3;3;2;S;5;5360;5;5360;Entre 1 y 3 horas;30 minutos o menos;ANTIOQUIA;ANTIOQUIA;N;10/08/2005;M;26;0;55.662384;ITAGÜÍ;ITAGÜÍ;COLOMBIA;3;3;COLOMBIA;N;0;No;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Uno;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 3;11 A 25 LIBROS;1 a 2;Mejor;No;Si;No;Si;Si;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);40;63;63;72;70;63;47;273;54;60;59;53
20242;SB11202430611630;ESTUDIANTE;CC;URBANO;;A;;308758800134;308758800134;8;8758;717991;ATLANTICO;MIXTO;NOCHE;SOLEDAD;NO OFICIAL;INSTITUCIÓN EDUCATIVA PARA ADULTOS NUEVO HORIZONTE ;INSTITUCIÓN EDUCATIVA PARA ADULTOS NUEVO HORIZONTE  - SEDE PRINCIPAL;S;1;A-;2;2;2;S;8;8758;8;8758;30 minutos o menos;30 minutos o menos;ATLANTICO;ATLANTICO;N;06/09/2005;M;26;Menos de 10 horas;47.325684;SOLEDAD;SOLEDAD;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;Si;No;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es vendedor o trabaja en atención al público;12;26;14;34;35;32;38;219;39;50;47;42
20242;SB11202430260637;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;176001001699;176001001699;76;76001;265025;VALLE;MIXTO;UNICA;CALI;OFICIAL;INSTITUCION EDUCATIVA LA MERCED;INSTITUCION EDUCATIVA LA MERCED;S;3;A1;3;3;2;S;76;76001;76;76001;Entre 30 y 60 minutos;Entre 1 y 2 horas;VALLE;VALLE;N;12/03/2007;F;11;0;41.233738;CALI;CALI;COLOMBIA;3;2;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;No;Si;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;74;70;43;78;68;62;58;286;48;62;59;53
20242;SB11202430539290;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;119001001113;119001001113;19;19001;227793;CAUCA;MASCULINO;UNICA;POPAYÁN;OFICIAL;DON BOSCO;SEDE DON BOSCO;S;2;A1;3;2;2;S;19;19001;19;19001;;;CAUCA;CAUCA;N;13/08/2006;M;11;;;POPAYÁN;POPAYÁN;COLOMBIA;3;;COLOMBIA;N;0;;;;;;;;Estrato 1;;;;;;;;;;;;;;61;48;69;67;30;30;54;252;57;59;45;41
20242;SB11202430494532;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;150689000276;150689000276;50;50689;247601;META;MIXTO;MAÑANA;SAN MARTÍN;OFICIAL;IE COLEGIO INTEGRADO DE SAN MARTIN;SEDE PRINCIPAL - COLEGIO INTEGRADO DE SAN MARTIN;S;2;A-;2;2;1;S;50;50689;50;50689;Entre 1 y 3 horas;No leo por entretenimiento;META;META;N;22/02/2007;F;11;0;53.640762;SAN MARTÍN;SAN MARTÍN;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;1 o 2 veces por semana;3 a 5 veces por semana;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;11 A 25 LIBROS;5 a 6;Igual;No;Si;No;Si;Si;No;Si;Si;Es vendedor o trabaja en atención al público;Pensionado;27;20;20;30;15;25;43;210;41;48;38;39
20242;SB11202430282546;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO;276233000715;276233000715;76;76233;111864;VALLE;MIXTO;MAÑANA;DAGUA;OFICIAL;INSTITUCION EDUCATIVA BORRERO AYERBE;GIMNASIO DEL DAGUA BORRERO AYERBE;S;2;A-;3;3;2;S;76;76233;76;76233;Entre 1 y 3 horas;Más de 2 horas;VALLE;VALLE;N;31/07/2006;F;11;Menos de 10 horas;47.124187;DAGUA;DAGUA;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;11 A 25 LIBROS;3 a 4;Igual;No;Si;Si;No;Si;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);46;59;34;74;63;55;49;268;45;61;57;50
20242;SB11202430245978;ESTUDIANTE;TI;URBANO;;A;ACADÉMICO;168001007627;168001007627;68;68001;145177;SANTANDER;MIXTO;MAÑANA;BUCARAMANGA;OFICIAL;INSTITUCIÓN EDUCATIVA BICENTENARIO DE LA INDEPENDENCIA DE LA REPUBLICA DE COLOMBIA;SEDE A: INSTITUCIÓN EDUCATIVA BICENTENARIO DE LA INDEPENDENCIA DE LA REPUBLICA DE COLOMBIA;S;2;A-;3;3;3;S;68;68001;68;68001;Entre 30 y 60 minutos;Más de 2 horas;SANTANDER;SANTANDER;N;02/03/2008;F;11;0;50.668243;BUCARAMANGA;BUCARAMANGA;COLOMBIA;3;2;COLOMBIA;N;0;No;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;26 A 100 LIBROS;3 a 4;Peor;No;Si;No;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;65;81;29;81;93;85;55;305;44;63;70;62
20242;SB11202430256546;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO;254820000856;254820000856;54;54820;720409;NORTE SANTANDER;MIXTO;UNICA;TOLEDO;OFICIAL;INSTITUCION EDUCATIVA COLEGIO GIBRALTAR;COL GIBRALTAR;S;3;A1;3;3;3;S;81;81736;54;54820;Entre 30 y 60 minutos;Entre 1 y 2 horas;ARAUCA;NORTE SANTANDER;N;06/05/2008;F;11;Menos de 10 horas;54.027889;SARAVENA;TOLEDO;COLOMBIA;2;3;COLOMBIA;N;0;No;1 o 2 veces por semana;3 a 5 veces por semana;Nunca o rara vez comemos eso;Tres;Educación profesional completa;Secundaria (Bachillerato) completa;Sin Estrato;MÁS DE 100 LIBROS;3 a 4;Igual;No;Si;No;No;Si;Si;Si;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No aplica;71;73;53;77;60;80;57;291;51;62;56;60
20242;SB11202430354308;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO/ACADÉMICO;247245000176;247245000176;47;47245;141598;MAGDALENA;MIXTO;MAÑANA;EL BANCO;OFICIAL;INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL RITA CUELLO DE VANEGAS;COL RUR. MIXTO MARISCAL SUCRE;S;3;A1;3;3;2;S;47;47245;47;47245;No Navega Internet;Entre 30 y 60 minutos;MAGDALENA;MAGDALENA;N;11/07/2008;F;11;0;47.310028;EL BANCO;EL BANCO;COLOMBIA;1;2;COLOMBIA;N;0;No;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;7 a 8;Igual;No;No;No;No;No;Si;No;No;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No aplica;76;53;46;53;53;33;59;260;49;55;53;42
20242;SB11202430553729;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;168547000071;268547001578;68;68547;734004;SANTANDER;MIXTO;NOCHE;PIEDECUESTA;OFICIAL;INSTITUTO LUIS CARLOS GALAN SARMIENTO DEL SUR;CENTRO EDUCATIVO INTEGRADO ALFA Y OMEGA;N;2;A-;2;2;2;S;68;68547;68;68547;Entre 1 y 3 horas;No leo por entretenimiento;SANTANDER;SANTANDER;N;21/06/2007;F;26;0;45.628166;PIEDECUESTA;PIEDECUESTA;COLOMBIA;2;2;COLOMBIA;N;0;No;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Seis o mas;Primaria incompleta;Primaria incompleta;Estrato 2;11 A 25 LIBROS;7 a 8;Mejor;No;No;No;Si;No;Si;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Es agricultor, pesquero o jornalero;37;30;32;23;37;29;46;226;45;46;48;41
20242;SB11202430075985;ESTUDIANTE;CC;RURAL;N;A;ACADÉMICO;213657000586;213657000586;13;13657;49353;BOLIVAR;MIXTO;MAÑANA;SAN JUAN NEPOMUCENO;OFICIAL;INSTITUCION EDUCATIVA SAN CAYETANO;INSTITUCION EDUCATIVA SAN CAYETANO;S;1;A-;2;1;1;S;13;13657;13;13657;;;BOLIVAR;BOLIVAR;N;28/07/2004;M;11;;;SAN JUAN NEPOMUCENO;SAN JUAN NEPOMUCENO;COLOMBIA;2;;COLOMBIA;N;0;;;;;;;;Estrato 1;;;;;;;;;;;;;;19;5;17;6;6;5;40;173;40;36;31;30
20242;SB11202430151621;ESTUDIANTE;TI;RURAL;N;A;TÉCNICO;252506000199;252506000199;52;52506;94847;NARIÑO;MIXTO;MAÑANA;OSPINA;OFICIAL;INSTITUCION EDUCATIVA CUNCHILA;SEDE 1 INSTITUCIÓN EDUCATIVA CUNCHILA;S;1;A1;2;1;1;S;52;52838;52;52506;;;NARIÑO;NARIÑO;N;22/10/2007;F;11;0;;TÚQUERRES;OSPINA;COLOMBIA;2;;COLOMBIA;N;0;No;;;;Tres;;;Estrato 1;;3 a 4;;No;No;No;No;;No;No;;Trabaja en el hogar, no trabaja o estudia;Es agricultor, pesquero o jornalero;6;9;45;11;8;18;35;187;48;40;34;37
20242;SB11202430105921;ESTUDIANTE;TI;URBANO;;A;;425785000421;425785000421;25;25785;642769;CUNDINAMARCA;MIXTO;COMPLETA;TABIO;NO OFICIAL;LA PEÑA GIMNASIO CAMPESTRE;LA PEÑA GIMNASIO CAMPESTRE - SEDE PRINCIPAL;S;2;A1;3;2;2;S;25;25126;25;25799;Entre 30 y 60 minutos;30 minutos o menos;CUNDINAMARCA;CUNDINAMARCA;N;14/09/2006;M;11;Menos de 10 horas;64.987358;CAJICÁ;TENJO;COLOMBIA;4;4;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Tres;Educación profesional completa;Técnica o tecnológica completa;Estrato 3;26 A 100 LIBROS;1 a 2;Igual;Si;No;Si;Si;Si;Si;No;Si;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);62;51;68;68;26;48;54;257;56;59;44;47
