periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;SB11202430319226;ESTUDIANTE;TI;URBANO;;A;TÉCNICO;113688011051;113688011051;13;13688;124909;BOLIVAR;MIXTO;MAÑANA;SANTA ROSA DEL SUR;OFICIAL;INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI;INSTITUCION EDUCATIVA TECNICA EN INFORMATICA MARIA MONTESSORI - SEDE PRINCIPAL;S;2;A2;2;3;2;S;13;13688;13;13688;Entre 30 y 60 minutos;30 minutos o menos;BOLIVAR;BOLIVAR;N;06/09/2007;F;11;0;45.928226;SANTA ROSA DEL SUR;SANTA ROSA DEL SUR;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;5 a 6;Peor;Si;No;No;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;55;51;77;35;53;47;52;256;60;50;53;47
20242;SB11202430439331;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;168001001483;168001007384;68;68001;737221;SANTANDER;MIXTO;SABATINA;BUCARAMANGA;OFICIAL;INSTITUCIÓN EDUCATIVA CLUB UNIÓN;SEDE E: INSTITUCIÓN EDUCATIVA CLUB UNIÓN;N;2;A-;2;2;2;S;68;68001;68;68001;;;SANTANDER;SANTANDER;N;02/12/2002;F;26;;;BUCARAMANGA;BUCARAMANGA;COLOMBIA;2;;COLOMBIA;N;0;;;;;;;;Estrato 1;;;;;;;;;;;;;;44;28;25;27;21;32;48;222;43;47;41;42
20242;SB11202430452323;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;154174000155;154174000155;54;54174;752444;NORTE SANTANDER;MIXTO;UNICA;CHITAGÁ;OFICIAL;INST EDUCATIVA ALONSO CARVAJAL PERALTA;SEDE ALONSO CARVAJAL PERALTA;S;3;A1;3;3;3;S;54;54518;54;54174;30 minutos o menos;No leo por entretenimiento;NORTE SANTANDER;NORTE SANTANDER;N;13/09/2007;F;11;0;44.824924;PAMPLONA;CHITAGÁ;COLOMBIA;2;2;COLOMBIA;N;0;No;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Cuatro;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;0 A 10 LIBROS;5 a 6;Mejor;No;No;No;No;Si;Si;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;73;71;43;64;73;75;58;287;48;58;60;57
20242;SB11202430092016;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;154498002223;154498002223;54;54498;725010;NORTE SANTANDER;MIXTO;UNICA;OCAÑA;OFICIAL;COL LA SALLE;COL LA SALLE;S;2;A-;3;2;2;S;54;54498;54;54498;Más de 3 horas;No leo por entretenimiento;NORTE SANTANDER;NORTE SANTANDER;N;13/07/2006;M;11;Menos de 10 horas;46.919392;OCAÑA;OCAÑA;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;1 o 2 veces por semana;1 o 2 veces por semana;Dos;Primaria completa;Primaria completa;Estrato 2;26 A 100 LIBROS;3 a 4;Igual;No;Si;No;No;Si;No;No;No;Trabaja en el hogar, no trabaja o estudia;No aplica;61;46;34;49;39;38;54;250;46;54;49;44
20242;SB11202430062472;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;111001014109;111001014109;11;11001;214213;BOGOTÁ;MIXTO;TARDE;BOGOTÁ D.C.;OFICIAL;COLEGIO BRASILIA - BOSA (IED);CENT EDUC DIST BRASILIA - BOSA;S;2;A1;3;3;2;S;11;11001;11;11001;Más de 3 horas;Entre 1 y 2 horas;BOGOTÁ;BOGOTÁ;N;14/09/2006;M;11;Entre 11 y 20 horas;51.097164;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;3;2;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;1 o 2 veces por semana;3 a 5 veces por semana;Tres;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;5 a 6;Igual;No;Si;No;Si;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;61;64;61;83;49;57;54;275;53;64;52;51
20242;SB11202430416330;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;154670001056;154670001056;54;54250;252403;NORTE SANTANDER;MASCULINO;UNICA;EL TARRA;OFICIAL;INSTITUCIÓN EDUCATIVA COLEGIO MONSEÑOR DIAZ PLATA;COL MONSEÑOR DIAZ PLATA;S;2;A1;3;2;2;S;54;54250;54;54250;Entre 1 y 3 horas;Entre 30 y 60 minutos;NORTE SANTANDER;NORTE SANTANDER;N;30/01/2008;F;11;0;56.707577;EL TARRA;EL TARRA;COLOMBIA;2;3;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Cuatro;Educación profesional incompleta;No sabe;Estrato 2;11 A 25 LIBROS;3 a 4;Peor;No;Si;No;Si;Si;Si;Si;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No sabe;34;47;53;62;43;50;45;250;51;57;50;48
20242;SB11202430220801;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;119473000081;119473000081;19;19473;7385;CAUCA;MIXTO;MAÑANA;MORALES;OFICIAL;INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA;FRANCISCO ANTONIO RADA (sede principal);S;2;A2;4;3;3;S;19;19548;19;19473;Entre 30 y 60 minutos;Entre 30 y 60 minutos;CAUCA;CAUCA;N;05/05/2008;M;11;Menos de 10 horas;52.461655;PIENDAMÓ - TUNÍA;MORALES;COLOMBIA;2;3;COLOMBIA;N;0;No;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Dos;No sabe;Secundaria (Bachillerato) incompleta;Estrato 2;11 A 25 LIBROS;5 a 6;Peor;Si;Si;No;No;Si;Si;No;Si;No sabe;No sabe;57;77;79;94;65;73;52;297;61;70;58;57
20242;SB11202430137308;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;111001027391;111001027391;11;11001;109470;BOGOTÁ;MIXTO;MAÑANA;BOGOTÁ D.C.;OFICIAL;COLEGIO MANUEL CEPEDA VARGAS (IED);COLEGIO MANUEL CEPEDA VARGAS (IED) - SEDE PRINCIPAL;S;1;A-;2;2;1;S;11;11001;11;11001;Entre 1 y 3 horas;Entre 30 y 60 minutos;BOGOTÁ;BOGOTÁ;N;23/10/2008;F;11;0;44.977661;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;2;2;COLOMBIA;N;0;No;3 a 5 veces por semana;Nunca o rara vez comemos eso;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Mejor;No;No;No;No;No;Si;Si;No;Trabaja en el hogar, no trabaja o estudia;Pensionado;13;16;24;18;32;8;38;201;43;44;46;32
20242;SB11202430382287;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;105088000532;105088000532;5;5088;204701;ANTIOQUIA;MIXTO;MAÑANA;BELLO;OFICIAL;INSTITUCION EDUCATIVA LA MILAGROSA;INSTITUCION EDUCATIVA LA MILAGROSA;S;2;A-;2;2;1;S;5;5088;5;5088;Entre 1 y 3 horas;No leo por entretenimiento;ANTIOQUIA;ANTIOQUIA;N;11/02/2008;M;11;0;47.087025;BELLO;BELLO;COLOMBIA;3;2;COLOMBIA;N;0;No;Todos o casi todos los días;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;No;Si;No;No;No;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);29;23;25;18;42;14;43;215;43;44;50;35
20242;SB11202430532602;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;123182000013;123182000013;23;23182;736066;CORDOBA;MIXTO;UNICA;CHINÚ;OFICIAL;INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS;IE SAN FRANCISCO DE ASIS;S;3;A1;3;3;3;S;23;23182;23;23182;Entre 30 y 60 minutos;Entre 30 y 60 minutos;CORDOBA;CORDOBA;N;09/02/2007;M;11;0;49.521442;CHINÚ;CHINÚ;COLOMBIA;2;2;COLOMBIA;N;0;No;Todos o casi todos los días;1 o 2 veces por semana;3 a 5 veces por semana;Dos;Secundaria (Bachillerato) completa;Educación profesional completa;Estrato 1;0 A 10 LIBROS;7 a 8;Igual;No;No;No;Si;Si;No;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);69;74;45;77;69;82;56;293;48;62;59;61
20242;SB11202430529632;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;223466002380;223466002380;23;23682;69427;CORDOBA;MIXTO;MAÑANA;SAN JOSÉ DE URÉ;OFICIAL;INSTITUCION EDUCATIVA  SAN JOSÉ;I.E. SAN JOSÉ;S;2;A-;2;2;1;S;23;23466;23;23682;30 minutos o menos;Entre 30 y 60 minutos;CORDOBA;CORDOBA;N;26/04/2008;M;11;Menos de 10 horas;57.368877;MONTELÍBANO;SAN JOSÉ DE URÉ;COLOMBIA;2;3;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;Todos o casi todos los días;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 6;;5 a 6;Igual;Si;Si;No;No;Si;Si;Si;Si;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);21;9;17;6;16;6;41;187;41;37;39;31
20242;SB11202430368179;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;170523000066;170523000066;70;70523;44784;SUCRE;MIXTO;MAÑANA;PALMITO;OFICIAL;I.E. INDÍGENA SAN ANTONIO ABAD;I.E. INDÍGENA SAN ANTONIO ABAD - SEDE PRINCIPAL;S;2;A-;2;2;2;S;70;70001;70;70523;Entre 30 y 60 minutos;Entre 30 y 60 minutos;SUCRE;SUCRE;N;14/10/2002;M;11;0;39.925945;SINCELEJO;PALMITO;COLOMBIA;2;1;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Tres;Primaria incompleta;Ninguno;Estrato 2;0 A 10 LIBROS;5 a 6;Mejor;No;No;No;No;Si;Si;Si;No;Trabaja en el hogar, no trabaja o estudia;No sabe;49;37;15;16;41;54;50;235;39;43;49;49
20242;SB11202430598768;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;197001001670;197001001670;97;97001;117283;VAUPES;MIXTO;MAÑANA;MITÚ;OFICIAL;I.E.D. INAYÁ;COLEGIO DEPARTAMENTAL INAYA;S;3;A2;3;3;3;S;97;97001;97;97001;Entre 1 y 3 horas;30 minutos o menos;VAUPES;VAUPES;N;10/01/2007;M;11;0;61.721527;MITÚ;MITÚ;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;Todos o casi todos los días;1 o 2 veces por semana;Cuatro;Educación profesional completa;No sabe;Sin Estrato;26 A 100 LIBROS;5 a 6;Mejor;No;Si;No;Si;Si;Si;No;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No sabe;85;82;73;61;79;90;62;308;59;57;63;65
20242;SB11202430552163;ESTUDIANTE;TI;RURAL;N;A;ACADÉMICO;270429000766;270429000766;70;70429;87205;SUCRE;MIXTO;MAÑANA;MAJAGUAL;OFICIAL;I.E. SAN JUAN BAUTISTA DE PIZA;I.E. SAN JUAN BAUTISTA DE PIZA - SEDE PRINCIPAL;S;1;A-;2;1;1;S;70;70429;70;70429;30 minutos o menos;30 minutos o menos;SUCRE;SUCRE;N;08/10/2008;F;11;Menos de 10 horas;44.365761;MAJAGUAL;MAJAGUAL;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;No;Si;Si;No;Trabaja en el hogar, no trabaja o estudia;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;7;7;19;17;3;20;35;181;41;43;28;37
20242;SB11202430270330;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;152233000013;152233000013;52;52233;29942;NARIÑO;MIXTO;MAÑANA;CUMBITARA;OFICIAL;INSTITUCION EDUCATIVA SAN PEDRO;SEDE 1 INSTITUCIÓN EDUCATIVA SAN PEDRO ;S;2;A-;2;2;2;S;52;52001;52;52233;;;NARIÑO;NARIÑO;N;07/09/2007;F;11;0;;PASTO;CUMBITARA;COLOMBIA;2;;COLOMBIA;N;0;No;;;;Dos;;;Estrato 1;;3 a 4;Peor;No;No;No;No;;No;No;;Es vendedor o trabaja en atención al público;No aplica;31;21;25;12;24;30;44;212;43;41;43;41
20242;SB11202430042239;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;123001006309;123001006309;23;23001;103192;CORDOBA;MIXTO;MAÑANA;MONTERÍA;OFICIAL;IE VILLA MARGARITA;IE VILLA MARGARITA;S;2;A1;2;2;1;S;23;23001;23;23001;Más de 3 horas;30 minutos o menos;CORDOBA;CORDOBA;N;08/09/2005;F;11;Menos de 10 horas;47.637817;MONTERÍA;MONTERÍA;COLOMBIA;2;2;COLOMBIA;N;0;No;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Dos;Técnica o tecnológica completa;Técnica o tecnológica completa;Estrato 1;0 A 10 LIBROS;5 a 6;Igual;No;No;No;Si;Si;No;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);20;25;63;28;19;28;41;217;54;48;41;40
20242;SB11202430296309;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;111001010731;111001010731;11;11001;213231;BOGOTÁ;MIXTO;UNICA;BOGOTÁ D.C.;OFICIAL;COLEGIO MANUELA BELTRAN (IED);INST DIST DE COMERCIO MANUELA BELTRAN;S;2;A-;3;3;2;S;11;11001;11;11001;Entre 30 y 60 minutos;30 minutos o menos;BOGOTÁ;BOGOTÁ;N;15/02/2005;M;11;Menos de 10 horas;53.61393;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;3;3;COLOMBIA;N;0;Si, en efectivo;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Tres;Secundaria (Bachillerato) incompleta;No sabe;Estrato 3;0 A 10 LIBROS;3 a 4;Igual;No;Si;No;Si;Si;Si;No;No;No aplica;Trabaja por cuenta propia (por ejemplo plomero, electricista);45;40;13;46;50;29;49;240;39;53;52;41
