periodo;estu_consecutivo;estu_estudiante;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_calendario;cole_caracter;cole_cod_dane_establecimiento;cole_cod_dane_sede;cole_cod_depto_ubicacion;cole_cod_mcpio_ubicacion;cole_codigo_icfes;cole_depto_ubicacion;cole_genero;cole_jornada;cole_mcpio_ubicacion;cole_naturaleza;cole_nombre_establecimiento;cole_nombre_sede;cole_sede_principal;desemp_c_naturales;desemp_ingles;desemp_lectura_critica;desemp_matematicas;desemp_sociales_ciudadanas;estu_agregado;estu_cod_depto_presentacion;estu_cod_mcpio_presentacion;estu_cod_reside_depto;estu_cod_reside_mcpio;estu_dedicacioninternet;estu_dedicacionlecturadiaria;estu_depto_presentacion;estu_depto_reside;estu_discapacidad;estu_fechanacimiento;estu_genero;estu_grado;estu_horassemanatrabaja;estu_inse_individual;estu_mcpio_presentacion;estu_mcpio_reside;estu_nacionalidad;estu_nse_establecimiento;estu_nse_individual;estu_pais_reside;estu_privado_libertad;estu_repite;estu_tiporemuneracion;fami_comecarnepescadohuevo;fami_comecerealfrutoslegumbre;fami_comelechederivados;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_numlibros;fami_personashogar;fami_situacioneconomica;fami_tieneautomovil;fami_tienecomputador;fami_tieneconsolavideojuegos;fami_tienehornomicroogas;fami_tieneinternet;fami_tienelavadora;fami_tienemotocicleta;fami_tieneserviciotv;fami_trabajolabormadre;fami_trabajolaborpadre;percentil_c_naturales;percentil_global;percentil_ingles;percentil_lectura_critica;percentil_matematicas;percentil_sociales_ciudadanas;punt_c_naturales;punt_global;punt_ingles;punt_lectura_critica;punt_matematicas;punt_sociales_ciudadanas
20242;SB11202430483563;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;105440000467;105440000467;5;5440;2279;ANTIOQUIA;MIXTO;MAÑANA;MARINILLA;OFICIAL;I. E. TECNICO INDUSTRIAL SIMONA DUQUE;INSTITUTO TECNICO INDUSTRIAL SIMONA DUQUE;S;3;A1;3;3;3;S;5;5440;5;5440;30 minutos o menos;30 minutos o menos;ANTIOQUIA;ANTIOQUIA;N;28/01/2008;F;11;0;56.386925;MARINILLA;MARINILLA;COLOMBIA;3;3;COLOMBIA;N;0;No;Todos o casi todos los días;1 o 2 veces por semana;Todos o casi todos los días;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;26 A 100 LIBROS;3 a 4;Igual;No;No;No;Si;Si;Si;Si;Si;Es operario de máquinas o conduce vehículos (taxita, chofer);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);70;77;65;82;59;90;56;298;55;64;55;65
20242;SB11202430328841;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;308001004748;308001004748;8;8001;724583;ATLANTICO;MIXTO;UNICA;BARRANQUILLA;OFICIAL;INSTITUCION EDUCATIVA DISTRITAL CENTRO SOCIAL DON BOSCO;INSTITUCION EDUCATIVA DISTRITAL CENTRO SOCIAL DON BOSCO - SEDE PRINCIPAL;S;2;A-;4;3;3;S;8;8001;8;8001;Entre 1 y 3 horas;Más de 2 horas;ATLANTICO;ATLANTICO;N;27/09/2007;F;11;0;42.631367;BARRANQUILLA;BARRANQUILLA;COLOMBIA;3;2;COLOMBIA;N;0;No;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Dos;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 1;0 A 10 LIBROS;3 a 4;Peor;No;No;No;No;No;No;No;No;Es vendedor o trabaja en atención al público;Es vendedor o trabaja en atención al público;66;81;41;97;58;94;55;305;47;72;55;67
20242;SB11202430022014;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;176622000068;176622000068;76;76622;18788;VALLE;MIXTO;MAÑANA;ROLDANILLO;OFICIAL;INSTITUCION EDUCATIVA BELISARIO PEÑA PIÑEIRO;BELISARIO PEÑA PIÑEIRO;S;1;A-;2;1;1;S;76;76622;76;76622;Más de 3 horas;30 minutos o menos;VALLE;VALLE;N;11/08/2007;F;11;0;55.745281;ROLDANILLO;ROLDANILLO;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Técnica o tecnológica completa;Secundaria (Bachillerato) completa;Estrato 2;0 A 10 LIBROS;3 a 4;;No;Si;No;Si;Si;No;Si;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja por cuenta propia (por ejemplo plomero, electricista);2;7;5;11;9;27;32;182;32;40;35;40
20242;SB11202430213171;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;113667000016;113667000016;13;13667;43042;BOLIVAR;MIXTO;MAÑANA;SAN MARTÍN DE LOBA;OFICIAL;INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA Y MINERA DE SAN MARTÍN DE LOBA;I.E.T.A. Y MINERA DE SAN MARTIN DE LOBA - SEDE PRINCIPAL;S;2;A1;3;2;2;S;13;13667;13;13667;Entre 30 y 60 minutos;Entre 1 y 2 horas;BOLIVAR;BOLIVAR;N;17/05/2008;M;11;0;47.017681;SAN MARTÍN DE LOBA;SAN MARTÍN DE LOBA;COLOMBIA;2;2;COLOMBIA;N;0;No;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;0 A 10 LIBROS;5 a 6;Mejor;No;;No;No;Si;Si;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;63;46;45;38;28;59;54;249;48;51;44;51
20242;SB11202430141764;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;327001001000;327001001000;27;27001;35899;CHOCO;MIXTO;MAÑANA;QUIBDÓ;OFICIAL;IE SANTO DOMINGO SAVIO;IE SANTO DOMINGO SAVIO;S;2;A-;2;2;1;S;27;27001;27;27001;Entre 1 y 3 horas;30 minutos o menos;CHOCO;CHOCO;N;24/09/2008;F;11;Menos de 10 horas;49.570084;QUIBDÓ;QUIBDÓ;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;3 a 5 veces por semana;Todos o casi todos los días;Tres;Secundaria (Bachillerato) incompleta;Técnica o tecnológica completa;Estrato 1;0 A 10 LIBROS;3 a 4;Mejor;No;No;No;No;Si;No;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);23;19;8;35;26;11;41;207;35;50;44;33
20242;SB11202430133993;ESTUDIANTE;TI;RURAL;;A;NO APLICA;273001001481;273001001481;73;73001;537415;TOLIMA;MIXTO;MAÑANA;IBAGUÉ;OFICIAL;INST EDUC JOSE JOAQUIN FORERO;JOSE JOAQUIN FORERO;S;2;A-;3;3;2;S;73;73124;73;73001;Entre 30 y 60 minutos;Entre 1 y 2 horas;TOLIMA;TOLIMA;N;24/09/2007;F;11;Menos de 10 horas;47.098328;CAJAMARCA;IBAGUÉ;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;26 A 100 LIBROS;3 a 4;Igual;No;Si;No;No;Si;No;Si;Si;Pensionado;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;50;49;33;46;53;50;50;254;45;53;54;48
20242;SB11202430608806;ESTUDIANTE;PPT;URBANO;;A;;308758800754;308758800754;8;8758;754986;ATLANTICO;MIXTO;NOCHE;SOLEDAD;NO OFICIAL;CENTRO EDUCATIVO WISDOM PARA ADULTOS;CENTRO EDUCATIVO WINSDOM PARA ADULTOS - SEDE PRINCIPAL;S;1;A-;3;2;2;S;8;8001;8;8001;Entre 30 y 60 minutos;30 minutos o menos;ATLANTICO;ATLANTICO;N;26/06/1993;F;26;Entre 11 y 20 horas;41.33889;BARRANQUILLA;BARRANQUILLA;VENEZUELA;2;2;COLOMBIA;N;0;;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Dos;Primaria incompleta;Ninguno;Sin Estrato;0 A 10 LIBROS;5 a 6;;No;No;No;No;Si;No;No;Si;;Trabaja por cuenta propia (por ejemplo plomero, electricista);3;25;16;58;21;43;32;217;40;56;41;46
20242;SB11202430146041;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;311001050317;311001050317;11;11001;56382;BOGOTÁ;MIXTO;COMPLETA;BOGOTÁ D.C.;NO OFICIAL;CENTRO EDUCATIVO LOS ANDES;CENTRO EDUCATIVO LOS ANDES;S;3;A2;3;3;2;S;11;11001;11;11001;Más de 3 horas;30 minutos o menos;BOGOTÁ;BOGOTÁ;N;08/08/2007;M;11;0;56.023411;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;3;3;COLOMBIA;N;0;No;3 a 5 veces por semana;3 a 5 veces por semana;Todos o casi todos los días;Dos;Primaria completa;No sabe;Estrato 2;11 A 25 LIBROS;5 a 6;Igual;No;Si;Si;No;Si;Si;No;Si;Es vendedor o trabaja en atención al público;No sabe;85;79;75;70;82;69;62;301;59;60;64;55
20242;SB11202430117963;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;176248000024;176248000024;76;76248;143651;VALLE;MIXTO;MAÑANA;EL CERRITO;OFICIAL;INSTITUCION EDUCATIVA JORGE  ISAACS;JORGE ISAACS;S;1;A-;2;2;1;S;76;76001;76;76248;Entre 30 y 60 minutos;30 minutos o menos;VALLE;VALLE;N;22/03/2008;F;11;Menos de 10 horas;42.239941;CALI;EL CERRITO;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 1;0 A 10 LIBROS;5 a 6;Peor;No;No;No;No;No;Si;Si;No;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No aplica;15;11;33;6;18;17;39;192;45;36;40;36
20242;SB11202430415863;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;111001086771;111001086771;11;11001;150623;BOGOTÁ;MIXTO;MAÑANA;BOGOTÁ D.C.;OFICIAL;COLEGIO INSTITUTO TECNICO RODRIGO DE TRIANA (IED);CENT EDUC DIST INST TEC RODRIGO DE TRIANA;S;3;A1;3;3;3;S;11;11001;11;11001;Entre 1 y 3 horas;30 minutos o menos;BOGOTÁ;BOGOTÁ;N;26/01/2008;M;11;Menos de 10 horas;46.569859;BOGOTÁ D.C.;BOGOTÁ D.C.;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;1 o 2 veces por semana;Todos o casi todos los días;Dos;Primaria completa;Primaria completa;Estrato 2;0 A 10 LIBROS;3 a 4;Igual;No;No;No;No;Si;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);80;79;63;68;89;72;60;301;54;59;68;56
20242;SB11202430611507;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;105001026000;105001026000;5;5001;663294;ANTIOQUIA;MIXTO;NOCHE;MEDELLÍN;OFICIAL;INST EDUC CIUDADELA NUEVO OCCIDENTE;INST EDUC CIUDADELA NUEVO OCCIDENTE;S;1;A-;1;1;1;S;5;5001;5;5001;Entre 1 y 3 horas;Entre 1 y 2 horas;ANTIOQUIA;ANTIOQUIA;N;24/01/2007;F;26;Entre 11 y 20 horas;54.697353;MEDELLÍN;MEDELLÍN;COLOMBIA;2;3;COLOMBIA;N;0;Si, en efectivo;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 3;0 A 10 LIBROS;3 a 4;Igual;No;Si;No;Si;Si;Si;No;Si;Es vendedor o trabaja en atención al público;Es operario de máquinas o conduce vehículos (taxita, chofer);7;3;17;5;4;3;35;163;40;35;29;29
20242;SB11202430282243;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO;108520000041;108520000301;8;8520;799635;ATLANTICO;MIXTO;UNICA;PALMAR DE VARELA;OFICIAL;INSTITUCION EDUCATIVA TECNICA COMERCIAL DE PALMAR DE VARELA;MARIA BERNARDA;N;3;A2;4;3;3;S;8;8685;8;8520;Entre 30 y 60 minutos;Entre 1 y 2 horas;ATLANTICO;ATLANTICO;N;10/09/2008;F;11;0;49.643829;SANTO TOMÁS;PALMAR DE VARELA;COLOMBIA;2;2;COLOMBIA;N;0;Si, en efectivo;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Cuatro;Técnica o tecnológica completa;Técnica o tecnológica completa;Estrato 2;0 A 10 LIBROS;5 a 6;Igual;No;No;No;No;Si;Si;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es operario de máquinas o conduce vehículos (taxita, chofer);90;93;84;96;83;95;65;335;65;71;65;68
20242;SB11202430103599;ESTUDIANTE;TI;URBANO;N;A;TÉCNICO/ACADÉMICO;225645000244;225645000244;25;25645;734210;CUNDINAMARCA;MIXTO;UNICA;SAN ANTONIO DEL TEQUENDAMA;OFICIAL;INSTITUCION EDUCATIVA DEPARTAMENTAL MARIANO SANTAMARIA;INSTITUCION EDUCATIVA DEPARTAMENTAL MARIANO SANTAMARIA;S;2;A-;3;3;1;S;25;25245;25;25645;;;CUNDINAMARCA;CUNDINAMARCA;N;11/04/2006;F;11;;;EL COLEGIO;SAN ANTONIO DEL TEQUENDAMA;COLOMBIA;3;;COLOMBIA;N;0;;;;;;;;Estrato 2;;;;;;;;;;;;;;42;41;9;44;67;24;48;242;36;53;58;39
20242;SB11202430596921;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;376109001970;376109001970;76;76109;58750;VALLE;MIXTO;MAÑANA;BUENAVENTURA;NO OFICIAL;INSTITUTO JUAN XXIII;INSTITUTO JUAN XXIII - SEDE PRINCIPAL;S;3;B1;3;3;2;S;76;76109;76;76109;Más de 3 horas;Entre 1 y 2 horas;VALLE;VALLE;N;29/08/2006;M;11;0;58.2328;BUENAVENTURA;BUENAVENTURA;COLOMBIA;3;3;COLOMBIA;N;0;No;Todos o casi todos los días;1 o 2 veces por semana;1 o 2 veces por semana;Dos;Técnica o tecnológica completa;Secundaria (Bachillerato) incompleta;Estrato 3;26 A 100 LIBROS;3 a 4;Peor;Si;No;No;Si;Si;Si;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No aplica;67;77;96;82;64;69;56;297;76;64;57;55
20242;SB11202430515471;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;168547001409;168547001409;68;68547;123513;SANTANDER;MIXTO;MAÑANA;PIEDECUESTA;OFICIAL;COLEGIO VICTOR FELIX GOMEZ NOVA;COLEGIO VICTOR FELIX GOMEZ NOVA;S;2;A-;3;3;2;S;68;68547;68;68547;30 minutos o menos;No leo por entretenimiento;SANTANDER;SANTANDER;N;23/08/2007;M;11;0;62.899261;PIEDECUESTA;PIEDECUESTA;COLOMBIA;2;3;COLOMBIA;N;0;No;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Dos;No sabe;No sabe;Estrato 3;0 A 10 LIBROS;5 a 6;Mejor;Si;Si;No;Si;Si;Si;No;Si;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No sabe;40;39;28;38;48;32;47;238;44;51;52;42
20242;SB11202430412139;ESTUDIANTE;TI;URBANO;N;A;ACADÉMICO;144430001550;144430001550;44;44430;114256;LA GUAJIRA;MIXTO;MAÑANA;MAICAO;OFICIAL;INSTITUCION EDUCATIVA NO. 6;SEDE PRINCIPAL JORGE ARRIETA;S;3;A1;3;3;1;S;44;44430;44;44430;Entre 30 y 60 minutos;Entre 30 y 60 minutos;LA GUAJIRA;LA GUAJIRA;N;11/12/2006;M;11;0;42.879322;MAICAO;MAICAO;COLOMBIA;2;2;COLOMBIA;N;0;No;1 o 2 veces por semana;Nunca o rara vez comemos eso;3 a 5 veces por semana;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Sin Estrato;11 A 25 LIBROS;5 a 6;Peor;No;No;No;No;No;Si;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);73;48;44;39;55;24;58;252;48;51;54;39
20242;SB11202430611497;ESTUDIANTE;CC;URBANO;N;A;ACADÉMICO;105001026000;105001026000;5;5001;663294;ANTIOQUIA;MIXTO;NOCHE;MEDELLÍN;OFICIAL;INST EDUC CIUDADELA NUEVO OCCIDENTE;INST EDUC CIUDADELA NUEVO OCCIDENTE;S;1;A-;2;1;2;S;5;5001;5;5042;30 minutos o menos;No leo por entretenimiento;ANTIOQUIA;ANTIOQUIA;N;08/03/2002;F;26;Entre 21 y 30 horas;38.799133;MEDELLÍN;SANTA FÉ DE ANTIOQUIA;COLOMBIA;2;1;COLOMBIA;N;0;Si, en efectivo;1 o 2 veces por semana;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Tres;Ninguno;Ninguno;Estrato 1;;7 a 8;Peor;No;No;No;Si;Si;Si;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No aplica;5;10;3;17;10;29;34;188;30;43;35;41
